Id,Company,ScriptCode,Symbol,url,price,ExchangeName,sname
984165,20 Microns Ltd. - <b>INE144J01027</b>,533022,20MICRONS,/Stocks?StockId=984165&Exchange=0,,bse,20 Microns
179108,Twenty First Century Management Services Ltd - <b>INE253B01015</b>,526921,21STCENMGM,/Stocks?StockId=179108&Exchange=0,,bse,21st Cent. Mgmt.
344456,3i Infotech Ltd - <b>INE748C01020</b>,532628,3IINFOTECH,/Stocks?StockId=344456&Exchange=0,,bse,3i Infotech
657550,3M India Ltd. - <b>INE470A01017</b>,523395,3MINDIA,/Stocks?StockId=657550&Exchange=0,,bse,3M India
632857,3P Land Holdings Ltd - <b>INE105C01023</b>,516092,3PLAND,/Stocks?StockId=632857&Exchange=0,,bse,3P Land Hold.
1002879,5Paisa Capital Ltd - <b>INE618L01018</b>,540776,5PAISA,/Stocks?StockId=1002879&Exchange=0,,bse,5Paisa Capital
825938,63 Moons Technologies Ltd - <b>INE111B01023</b>,526881,63MOONS,/Stocks?StockId=825938&Exchange=0,,bse,63 Moons Tech.
949223,A2Z Infra Engineering Ltd - <b>INE619I01012</b>,533292,A2ZINFRA,/Stocks?StockId=949223&Exchange=0,,bse,A2Z Infra Engg.
1002976,Aakash Exploration Services Ltd - <b>INE087Z01016</b>,535076,AAKASH,/Stocks?StockId=1002976&Exchange=1,,nse,Aakash Explor.
1003042,Aaron Industries Ltd - <b>INE721Z01010</b>,535103,AARON,/Stocks?StockId=1003042&Exchange=1,,nse,Aaron Industries
657348,Aarti Drugs Ltd - <b>INE767A01016</b>,524348,AARTIDRUGS,/Stocks?StockId=657348&Exchange=0,,bse,Aarti Drugs
465419,Aarti Industries Ltd. - <b>INE769A01020</b>,524208,AARTIIND,/Stocks?StockId=465419&Exchange=0,,bse,Aarti Industries
1003403,Aarti Surfactants Ltd - <b>INE09EO01013</b>,543210,AARTISURF,/Stocks?StockId=1003403&Exchange=0,,bse,Aarti Surfactant
565016,Aarvee Denims & Exports Ltd - <b>INE273D01019</b>,514274,AARVEEDEN,/Stocks?StockId=565016&Exchange=0,,bse,Aarvee Denims
1002845,Aarvi Encon Ltd - <b>INE754X01016</b>,535014,AARVI,/Stocks?StockId=1002845&Exchange=1,,nse,Aarvi Encon
1003057,Aavas Financiers Ltd. - <b>INE216P01012</b>,541988,AAVAS,/Stocks?StockId=1003057&Exchange=0,,bse,Aavas Financiers
179596,Aban Offshore Ltd - <b>INE421A01028</b>,523204,ABAN,/Stocks?StockId=179596&Exchange=0,,bse,Aban Offshore
968623,ABB India Ltd - <b>INE117A01022</b>,500002,ABB,/Stocks?StockId=968623&Exchange=0,,bse,A B B
919728,Abbott India Ltd. - <b>INE358A01014</b>,500488,ABBOTINDIA,/Stocks?StockId=919728&Exchange=0,,bse,Abbott India
1002814,Aditya Birla Capital Ltd - <b>INE674K01013</b>,540691,ABCAPITAL,/Stocks?StockId=1002814&Exchange=0,,bse,Aditya Birla Cap
376799,Aditya Birla Fashion & Retail Ltd - <b>INE647O01011</b>,535755,ABFRL,/Stocks?StockId=376799&Exchange=0,,bse,Aditya Bir. Fas.
646737,A B M International Ltd - <b>INE251C01017</b>,533028,ABMINTLTD,/Stocks?StockId=646737&Exchange=1,,nse,A B M Internatl.
229887,ACC Ltd - <b>INE012A01025</b>,500410,ACC,/Stocks?StockId=229887&Exchange=0,,bse,ACC
576164,Accelya Solutions India Ltd - <b>INE793A01012</b>,532268,ACCELYA,/Stocks?StockId=576164&Exchange=0,,bse,Accelya Solution
1003015,Accuracy Shipping Ltd - <b>INE648Z01015</b>,535090,ACCURACY,/Stocks?StockId=1003015&Exchange=1,,nse,Accuracy Shippi.
680359,Action Construction Equipments Ltd - <b>INE731H01025</b>,532762,ACE,/Stocks?StockId=680359&Exchange=0,,bse,Action Const.Eq.
621353,Acrysil Ltd - <b>INE482D01024</b>,524091,ACRYSIL,/Stocks?StockId=621353&Exchange=0,,bse,Acrysil
789039,Adani Enterprises Ltd - <b>INE423A01024</b>,512599,ADANIENT,/Stocks?StockId=789039&Exchange=0,,bse,Adani Enterp.
1003008,Adani Green Energy Ltd - <b>INE364U01010</b>,541450,ADANIGREEN,/Stocks?StockId=1003008&Exchange=0,,bse,Adani Green
716033,Adani Ports & Special Economic Zone Ltd - <b>INE742F01042</b>,532921,ADANIPORTS,/Stocks?StockId=716033&Exchange=0,,bse,Adani Ports
962209,Adani Power Ltd - <b>INE814H01011</b>,533096,ADANIPOWER,/Stocks?StockId=962209&Exchange=0,,bse,Adani Power
999961,Adani Transmission Ltd - <b>INE931S01010</b>,539254,ADANITRANS,/Stocks?StockId=999961&Exchange=0,,bse,Adani Transmissi
892537,ADF Foods Ltd - <b>INE982B01019</b>,519183,ADFFOODS,/Stocks?StockId=892537&Exchange=0,,bse,ADF Foods
1003420,Archidply Decor Ltd - <b>INE0CHO01012</b>,543231,ADL,/Stocks?StockId=1003420&Exchange=0,,bse,Archidply Decor
339153,Ador Welding Ltd. - <b>INE045A01017</b>,517041,ADORWELD,/Stocks?StockId=339153&Exchange=0,,bse,Ador Welding
290397,Adroit Infotech Ltd - <b>INE737B01033</b>,532172,ADROITINFO,/Stocks?StockId=290397&Exchange=0,,bse,Adroit Info.
505706,Allied Digital Services Ltd - <b>INE102I01027</b>,532875,ADSL,/Stocks?StockId=505706&Exchange=0,,bse,Allied Digital
465502,Advani Hotels & Resorts (India) Ltd - <b>INE199C01026</b>,523269,ADVANIHOTR,/Stocks?StockId=465502&Exchange=0,,bse,Advani Hotels.
1000007,Advanced Enzyme Technologies Ltd - <b>INE837H01020</b>,540025,ADVENZYMES,/Stocks?StockId=1000007&Exchange=0,,bse,Advanced Enzyme
732927,Aegis Logistics Ltd. - <b>INE208C01025</b>,500003,AEGISCHEM,/Stocks?StockId=732927&Exchange=0,,bse,Aegis Logistics
1003159,Affle India Ltd - <b>INE00WC01019</b>,542752,AFFLE,/Stocks?StockId=1003159&Exchange=0,,bse,Affle India
776884,Agarwal Industrial Corporation Ltd - <b>INE204E01012</b>,531921,AGARIND,/Stocks?StockId=776884&Exchange=0,,bse,Agarwal Indl.
913012,AGC Networks Ltd - <b>INE676A01019</b>,500463,AGCNET,/Stocks?StockId=913012&Exchange=0,,bse,AGC Networks
564418,Agri-Tech (India) Ltd - <b>INE449G01018</b>,537292,AGRITECH,/Stocks?StockId=564418&Exchange=0,,bse,Agri-Tech India
1002687,Agro Phos India Ltd - <b>INE740V01019</b>,538387,AGROPHOS,/Stocks?StockId=1002687&Exchange=1,,nse,Agro Phos India
1003053,Ahlada Engineers Ltd - <b>INE00PV01013</b>,535111,AHLADA,/Stocks?StockId=1003053&Exchange=1,,nse,Ahlada Engineers
109109,Asian Hotels (East) Ltd - <b>INE926K01017</b>,533227,AHLEAST,/Stocks?StockId=109109&Exchange=0,,bse,Asian Hotels (E)
304977,Ahluwalia Contracts (India) Ltd - <b>INE758C01029</b>,532811,AHLUCONT,/Stocks?StockId=304977&Exchange=0,,bse,Ahluwalia Contr.
835869,Asian Hotels (West) Ltd - <b>INE915K01010</b>,533221,AHLWEST,/Stocks?StockId=835869&Exchange=0,,bse,Asian Hotels (W)
604881,AIA Engineering Ltd - <b>INE212H01026</b>,532683,AIAENG,/Stocks?StockId=604881&Exchange=0,,bse,AIA Engineering
1002731,Airan Ltd - <b>INE645W01026</b>,538410,AIRAN,/Stocks?StockId=1002731&Exchange=1,,nse,Airan
178818,Ajanta Pharma Ltd. - <b>INE031B01049</b>,532331,AJANTPHARM,/Stocks?StockId=178818&Exchange=0,,bse,Ajanta Pharma
344647,Ajmera Realty & Infra India Ltd - <b>INE298G01027</b>,513349,AJMERA,/Stocks?StockId=344647&Exchange=0,,bse,Ajmera Realty
1002898,Ajooni Biotech Ltd - <b>INE820Y01013</b>,535040,AJOONI,/Stocks?StockId=1002898&Exchange=1,,nse,Ajooni Biotech
1002723,Akash Infraprojects Ltd - <b>INE737W01013</b>,538409,AKASH,/Stocks?StockId=1002723&Exchange=1,,nse,Akash InfraProj.
1003052,AKG Exim Ltd - <b>INE00Y801016</b>,535110,AKG,/Stocks?StockId=1003052&Exchange=1,,nse,AKG Exim
272730,AksharChem (India) Ltd - <b>INE542B01011</b>,524598,AKSHARCHEM,/Stocks?StockId=272730&Exchange=0,,bse,AksharChem (I)
812146,Aksh Optifibre Ltd - <b>INE523B01011</b>,532351,AKSHOPTFBR,/Stocks?StockId=812146&Exchange=0,,bse,Aksh Optifibre
392418,Akzo Nobel India Ltd - <b>INE133A01011</b>,500710,AKZOINDIA,/Stocks?StockId=392418&Exchange=0,,bse,Akzo Nobel
373709,Alankit Ltd. - <b>INE914E01040</b>,531082,ALANKIT,/Stocks?StockId=373709&Exchange=0,,bse,Alankit
876497,Albert David Ltd. - <b>INE155C01010</b>,524075,ALBERTDAVD,/Stocks?StockId=876497&Exchange=0,,bse,Albert David
919204,Alembic Ltd - <b>INE426A01027</b>,506235,ALEMBICLTD,/Stocks?StockId=919204&Exchange=0,,bse,Alembic
486005,Alicon Castalloy Ltd - <b>INE062D01024</b>,531147,ALICON,/Stocks?StockId=486005&Exchange=0,,bse,Alicon Cast.
885963,Alkali Metals Ltd. - <b>INE773I01017</b>,533029,ALKALI,/Stocks?StockId=885963&Exchange=0,,bse,Alkali Metals
1000019,Alkem Laboratories Ltd - <b>INE540L01014</b>,539523,ALKEM,/Stocks?StockId=1000019&Exchange=0,,bse,Alkem Lab
186692,Alkyl Amines Chemicals Ltd - <b>INE150B01039</b>,506767,ALKYLAMINE,/Stocks?StockId=186692&Exchange=0,,bse,Alkyl Amines
968239,Allcargo Logistics Ltd - <b>INE418H01029</b>,532749,ALLCARGO,/Stocks?StockId=968239&Exchange=0,,bse,Allcargo Logist.
222651,Allsec Technologies Ltd - <b>INE835G01018</b>,532633,ALLSEC,/Stocks?StockId=222651&Exchange=0,,bse,Allsec Tech.
585964,Almondz Global Securities Ltd - <b>INE326B01027</b>,531400,ALMONDZ,/Stocks?StockId=585964&Exchange=0,,bse,Almondz Global
661020,Alok Industries Ltd - <b>INE270A01029</b>,521070,ALOKINDS,/Stocks?StockId=661020&Exchange=0,,bse,Alok Industries
476646,Alpa Laboratories Ltd - <b>INE385I01010</b>,532878,ALPA,/Stocks?StockId=476646&Exchange=0,,bse,Alpa Laboratorie
216236,Alphageo (India) Ltd - <b>INE137C01018</b>,526397,ALPHAGEO,/Stocks?StockId=216236&Exchange=0,,bse,Alphageo (India)
621626,Alps Industries Ltd - <b>INE093B01015</b>,530715,ALPSINDUS,/Stocks?StockId=621626&Exchange=0,,bse,Alps Industries
869476,Amara Raja Batteries Ltd - <b>INE885A01032</b>,500008,AMARAJABAT,/Stocks?StockId=869476&Exchange=0,,bse,Amara Raja Batt.
1002908,Amber Enterprises India Ltd - <b>INE371P01015</b>,540902,AMBER,/Stocks?StockId=1002908&Exchange=0,,bse,Amber Enterp.
958219,Ambica Agarbathies & Aroma Industries Ltd. (Inactive) - <b>INE792B01012</b>,532335,AMBICAAGAR,/Stocks?StockId=958219&Exchange=0,,bse,Ambica Agarbathies
974224,Ambika Cotton Mills Ltd - <b>INE540G01014</b>,531978,AMBIKCO,/Stocks?StockId=974224&Exchange=0,,bse,Ambika Cotton
690246,Ambuja Cements Ltd - <b>INE079A01024</b>,500425,AMBUJACEM,/Stocks?StockId=690246&Exchange=0,,bse,Ambuja Cements
380726,AMD Industries Ltd - <b>INE005I01014</b>,532828,AMDIND,/Stocks?StockId=380726&Exchange=0,,bse,AMD Industries
102412,AMJ Land Holdings Ltd - <b>INE606A01024</b>,500343,AMJLAND,/Stocks?StockId=102412&Exchange=0,,bse,AMJ Land Holdin.
149140,Amrutanjan Health Care Ltd - <b>INE098F01031</b>,590006,AMRUTANJAN,/Stocks?StockId=149140&Exchange=0,,bse,Amrutanjan Healt
737446,Anant Raj Ltd - <b>INE242C01024</b>,515055,ANANTRAJ,/Stocks?StockId=737446&Exchange=0,,bse,Anant Raj
311978,Andhra Cements Ltd - <b>INE666E01012</b>,532141,ANDHRACEMT,/Stocks?StockId=311978&Exchange=0,,bse,Andhra Cements
129094,Andhra Paper Ltd - <b>INE435A01028</b>,502330,ANDHRAPAP,/Stocks?StockId=129094&Exchange=0,,bse,Andhra Paper
416296,Andhra Sugars Ltd. - <b>INE715B01013</b>,590062,ANDHRSUGAR,/Stocks?StockId=416296&Exchange=0,,bse,Andhra Sugars
1003425,Angel Broking Ltd - <b>INE732I01013</b>,543235,ANGELBRKG,/Stocks?StockId=1003425&Exchange=0,,bse,Angel Broking
205426,Anik Industries Ltd - <b>INE087B01017</b>,519383,ANIKINDS,/Stocks?StockId=205426&Exchange=0,,bse,Anik Industries
827070,Ankit Metal & Power Ltd - <b>INE106I01010</b>,532870,ANKITMETAL,/Stocks?StockId=827070&Exchange=0,,bse,Ankit Met.Power
1003104,Anmol India Ltd - <b>INE02AR01019</b>,542437,ANMOL,/Stocks?StockId=1003104&Exchange=0,,bse,Anmol India
308603,Ansal Properties & Infrastructure Ltd - <b>INE436A01026</b>,500013,ANSALAPI,/Stocks?StockId=308603&Exchange=0,,bse,Ansal Properties
483179,Ansal Housing Ltd - <b>INE880B01015</b>,507828,ANSALHSG,/Stocks?StockId=483179&Exchange=0,,bse,Ansal Housing
1003108,The Anup Engineering Ltd - <b>INE294Z01018</b>,542460,ANUP,/Stocks?StockId=1003108&Exchange=0,,bse,The Anup Enginee
1003476,Anupam Rasayan India Ltd - <b>INE930P01018</b>,543275,ANURAS,/Stocks?StockId=1003476&Exchange=0,,bse,Anupam Rasayan
997012,Apar Industries Ltd - <b>INE372A01015</b>,532259,APARINDS,/Stocks?StockId=997012&Exchange=0,,bse,Apar Inds.
999240,Anjani Portland Cement Ltd - <b>INE071F01012</b>,518091,APCL,/Stocks?StockId=999240&Exchange=0,,bse,Anjani Portland
418044,Apcotex Industries Ltd - <b>INE116A01032</b>,523694,APCOTEXIND,/Stocks?StockId=418044&Exchange=0,,bse,Apcotex Industri
1002810,Apex Frozen Foods Ltd - <b>INE346W01013</b>,540692,APEX,/Stocks?StockId=1002810&Exchange=0,,bse,Apex Frozen Food
361277,APL Apollo Tubes Ltd - <b>INE702C01027</b>,533758,APLAPOLLO,/Stocks?StockId=361277&Exchange=0,,bse,APL Apollo Tubes
807696,Alembic Pharmaceuticals Ltd. - <b>INE901L01018</b>,533573,APLLTD,/Stocks?StockId=807696&Exchange=0,,bse,Alembic Pharma
1002905,Apollo Micro Systems Ltd - <b>INE713T01010</b>,540879,APOLLO,/Stocks?StockId=1002905&Exchange=0,,bse,Apollo Micro Sys
423292,Apollo Hospitals Enterprise Ltd. - <b>INE437A01024</b>,508869,APOLLOHOSP,/Stocks?StockId=423292&Exchange=0,,bse,Apollo Hospitals
976655,Apollo Pipes Ltd - <b>INE126J01016</b>,531761,APOLLOPIPE,/Stocks?StockId=976655&Exchange=0,,bse,Apollo Pipes
462367,Apollo Tyres Ltd. - <b>INE438A01022</b>,500877,APOLLOTYRE,/Stocks?StockId=462367&Exchange=0,,bse,Apollo Tyres
887803,Apollo Sindoori Hotels Ltd - <b>INE451F01024</b>,532752,APOLSINHOT,/Stocks?StockId=887803&Exchange=1,,nse,Apollo Sindoori
360065,Aptech Ltd - <b>INE266F01018</b>,532475,APTECHT,/Stocks?StockId=360065&Exchange=0,,bse,Aptech
717111,Archidply Industries Ltd - <b>INE877I01016</b>,532994,ARCHIDPLY,/Stocks?StockId=717111&Exchange=0,,bse,Archidply Inds.
638049,Archies Ltd - <b>INE731A01020</b>,532212,ARCHIES,/Stocks?StockId=638049&Exchange=0,,bse,Archies
894300,Rajdarshan Industries Ltd - <b>INE610C01014</b>,526662,ARENTERP,/Stocks?StockId=894300&Exchange=0,,bse,Rajdarshan Inds
411597,Aries Agro Ltd. - <b>INE298I01015</b>,532935,ARIES,/Stocks?StockId=411597&Exchange=0,,bse,Aries Agro
719521,Arihant Foundations & Housing Ltd - <b>INE413D01011</b>,531381,ARIHANT,/Stocks?StockId=719521&Exchange=0,,bse,Arih.Found.Hsg.
358411,Arihant Superstructures Ltd - <b>INE643K01018</b>,506194,ARIHANTSUP,/Stocks?StockId=358411&Exchange=0,,bse,Arihant Super.
296554,Arman Financial Services Ltd - <b>INE109C01017</b>,531179,ARMANFIN,/Stocks?StockId=296554&Exchange=0,,bse,Arman Financial
222241,Aro Granite Industries Ltd - <b>INE210C01013</b>,513729,AROGRANITE,/Stocks?StockId=222241&Exchange=0,,bse,Aro Granite Inds
270267,Arrow Greentech Ltd - <b>INE570D01018</b>,516064,ARROWGREEN,/Stocks?StockId=270267&Exchange=0,,bse,Arrow Greentech
908033,Arshiya Ltd - <b>INE968D01022</b>,506074,ARSHIYA,/Stocks?StockId=908033&Exchange=0,,bse,Arshiya
813184,ARSS Infrastructure Projects Ltd - <b>INE267I01010</b>,533163,ARSSINFRA,/Stocks?StockId=813184&Exchange=0,,bse,ARSS Infra
1003372,Artemis Medicare Services Ltd - <b>INE025R01013</b>,542919,ARTEMISMED,/Stocks?StockId=1003372&Exchange=0,,bse,Artemis Medicare
1002931,Arvee Laboratories (India) Ltd - <b>INE006Z01016</b>,535050,ARVEE,/Stocks?StockId=1002931&Exchange=1,,nse,Arvee Laborat.
435326,Arvind Ltd - <b>INE034A01011</b>,500101,ARVIND,/Stocks?StockId=435326&Exchange=0,,bse,Arvind Ltd
1003110,Arvind Fashions Ltd - <b>INE955V01021</b>,542484,ARVINDFASN,/Stocks?StockId=1003110&Exchange=0,,bse,Arvind Fashions.
999935,Arvind SmartSpaces Ltd - <b>INE034S01021</b>,539301,ARVSMART,/Stocks?StockId=999935&Exchange=0,,bse,Arvind SmartSp.
963427,Asahi India Glass Ltd - <b>INE439A01020</b>,515030,ASAHIINDIA,/Stocks?StockId=963427&Exchange=0,,bse,Asahi India Glas
122179,Asahi Songwon Colors Ltd - <b>INE228I01012</b>,532853,ASAHISONG,/Stocks?StockId=122179&Exchange=0,,bse,Asahi Songwon
273328,Automotive Stampings & Assemblies Ltd - <b>INE900C01027</b>,520119,ASAL,/Stocks?StockId=273328&Exchange=0,,bse,Automotive Stamp
953735,Associated Alcohols & Breweries Ltd - <b>INE073G01016</b>,507526,ASALCBR,/Stocks?StockId=953735&Exchange=0,,bse,Assoc.Alcohols
240221,Ashapura Minechem Ltd - <b>INE348A01023</b>,527001,ASHAPURMIN,/Stocks?StockId=240221&Exchange=0,,bse,Ashapura Minech.
247169,Ashiana Housing Ltd. - <b>INE365D01021</b>,523716,ASHIANA,/Stocks?StockId=247169&Exchange=0,,bse,Ashiana Housing
439953,Ashima Ltd - <b>INE440A01010</b>,514286,ASHIMASYN,/Stocks?StockId=439953&Exchange=0,,bse,Ashima
166265,Ashoka Buildcon Ltd. - <b>INE442H01029</b>,533271,ASHOKA,/Stocks?StockId=166265&Exchange=0,,bse,Ashoka Buildcon
972470,Ashok Leyland Ltd. - <b>INE208A01029</b>,500477,ASHOKLEY,/Stocks?StockId=972470&Exchange=0,,bse,Ashok Leyland
915363,Asian Hotels (North) Ltd - <b>INE363A01022</b>,500023,ASIANHOTNR,/Stocks?StockId=915363&Exchange=0,,bse,Asian Hotels (N)
244442,Asian Paints Ltd. - <b>INE021A01026</b>,500820,ASIANPAINT,/Stocks?StockId=244442&Exchange=0,,bse,Asian Paints
678355,Asian Granito India Ltd - <b>INE022I01019</b>,532888,ASIANTILES,/Stocks?StockId=678355&Exchange=0,,bse,Asian Granito
723979,Aspinwall & Company Ltd - <b>INE991I01015</b>,533030,ASPINWALL,/Stocks?StockId=723979&Exchange=1,,nse,Aspinwall & Co
574204,Astec Lifesciences Ltd - <b>INE563J01010</b>,533138,ASTEC,/Stocks?StockId=574204&Exchange=0,,bse,Astec Lifescienc
1002923,Aster DM Healthcare Ltd - <b>INE914M01019</b>,540975,ASTERDM,/Stocks?StockId=1002923&Exchange=0,,bse,Aster DM Health.
349351,Astral Ltd - <b>INE006I01046</b>,532830,ASTRAL,/Stocks?StockId=349351&Exchange=0,,bse,Astral
909399,Astra Microwave Products Ltd - <b>INE386C01029</b>,532493,ASTRAMICRO,/Stocks?StockId=909399&Exchange=0,,bse,Astra Microwave
777011,Astrazeneca Pharma India Ltd - <b>INE203A01020</b>,506820,ASTRAZEN,/Stocks?StockId=777011&Exchange=0,,bse,Astrazeneca Phar
1002894,Astron Paper & Board Mill Ltd - <b>INE646X01014</b>,540824,ASTRON,/Stocks?StockId=1002894&Exchange=0,,bse,Astron Paper
934380,Agro Tech Foods Ltd - <b>INE209A01019</b>,500215,ATFL,/Stocks?StockId=934380&Exchange=0,,bse,Agro Tech Foods.
1003081,Adani Total Gas Ltd - <b>INE399L01023</b>,542066,ATGL,/Stocks?StockId=1003081&Exchange=0,,bse,Adani Total Gas
231194,Atlanta Ltd. - <b>INE285H01022</b>,532759,ATLANTA,/Stocks?StockId=231194&Exchange=0,,bse,Atlanta
248522,Atul Ltd. - <b>INE100A01010</b>,500027,ATUL,/Stocks?StockId=248522&Exchange=0,,bse,Atul
553328,Atul Auto Ltd. - <b>INE951D01028</b>,531795,ATULAUTO,/Stocks?StockId=553328&Exchange=0,,bse,Atul Auto
1002776,AU Small Finance Bank Ltd - <b>INE949L01017</b>,540611,AUBANK,/Stocks?StockId=1002776&Exchange=0,,bse,AU Small Finance
318534,Aurionpro Solutions Ltd - <b>INE132H01018</b>,532668,AURIONPRO,/Stocks?StockId=318534&Exchange=0,,bse,Aurionpro Sol.
164981,Aurobindo Pharma Ltd. - <b>INE406A01037</b>,524804,AUROPHARMA,/Stocks?StockId=164981&Exchange=0,,bse,Aurobindo Pharma
716904,Ausom Enterprise Ltd - <b>INE218C01016</b>,509009,AUSOMENT,/Stocks?StockId=716904&Exchange=0,,bse,Ausom Enter.
541728,Automotive Axles Ltd - <b>INE449A01011</b>,505010,AUTOAXLES,/Stocks?StockId=541728&Exchange=0,,bse,Automotive Axles
461239,Autoline Industries Ltd - <b>INE718H01014</b>,532797,AUTOIND,/Stocks?StockId=461239&Exchange=0,,bse,Autoline Industr
1002794,Avadh Sugar & Energy Ltd - <b>INE349W01017</b>,540649,AVADHSUGAR,/Stocks?StockId=1002794&Exchange=0,,bse,Avadh Sugar
518334,Avanti Feeds Ltd. - <b>INE871C01038</b>,512573,AVANTIFEED,/Stocks?StockId=518334&Exchange=0,,bse,Avanti Feeds
818765,AVT Natural Products Ltd - <b>INE488D01021</b>,519105,AVTNPL,/Stocks?StockId=818765&Exchange=0,,bse,AVT Natural Prod
1003453,Antony Waste Handling Cell Ltd - <b>INE01BK01022</b>,543254,AWHCL,/Stocks?StockId=1003453&Exchange=0,,bse,Antony Waste han
112501,Axis Bank Ltd. - <b>INE238A01034</b>,532215,AXISBANK,/Stocks?StockId=112501&Exchange=0,,bse,Axis Bank
350592,AXISCADES Technologies Ltd - <b>INE555B01013</b>,532395,AXISCADES,/Stocks?StockId=350592&Exchange=0,,bse,AXISCADES Tech.
774952,AYM Syntex Ltd - <b>INE193B01039</b>,508933,AYMSYNTEX,/Stocks?StockId=774952&Exchange=0,,bse,AYM Syntex
852453,Bafna Pharmaceuticals Ltd - <b>INE878I01022</b>,532989,BAFNAPH,/Stocks?StockId=852453&Exchange=0,,bse,Bafna Pharma.
231964,B A G Films & Media Ltd - <b>INE116D01028</b>,532507,BAGFILMS,/Stocks?StockId=231964&Exchange=0,,bse,BAG Films
992451,Bajaj Auto Ltd. - <b>INE917I01010</b>,532977,BAJAJ-AUTO,/Stocks?StockId=992451&Exchange=0,,bse,Bajaj Auto
791358,Bajaj Consumer Care Ltd - <b>INE933K01021</b>,533229,BAJAJCON,/Stocks?StockId=791358&Exchange=0,,bse,Bajaj Consumer
957749,Bajaj Electricals Ltd - <b>INE193E01025</b>,500031,BAJAJELEC,/Stocks?StockId=957749&Exchange=0,,bse,Bajaj Electrical
822285,Bajaj Finserv Ltd - <b>INE918I01018</b>,532978,BAJAJFINSV,/Stocks?StockId=822285&Exchange=0,,bse,Bajaj Finserv
452063,Bajaj Hindusthan Sugar Ltd - <b>INE306A01021</b>,500032,BAJAJHIND,/Stocks?StockId=452063&Exchange=0,,bse,Bajaj Hindusthan
658168,Bajaj Holdings & Investment Ltd - <b>INE118A01012</b>,500490,BAJAJHLDNG,/Stocks?StockId=658168&Exchange=0,,bse,Bajaj Holdings
959222,Bajaj Finance Ltd - <b>INE296A01024</b>,500034,BAJFINANCE,/Stocks?StockId=959222&Exchange=0,,bse,Bajaj Finance
298128,Balaji Telefilms Ltd - <b>INE794B01026</b>,532382,BALAJITELE,/Stocks?StockId=298128&Exchange=0,,bse,Balaji Telefilms
234939,Balaji Amines Ltd - <b>INE050E01027</b>,530999,BALAMINES,/Stocks?StockId=234939&Exchange=0,,bse,Balaji Amines
999933,Balaxi Pharmaceuticals Ltd - <b>INE618N01014</b>,532597,BALAXI,/Stocks?StockId=999933&Exchange=1,,nse,Balaxi Pharma
873940,Balkrishna Paper Mills Ltd - <b>INE875R01011</b>,539251,BALKRISHNA,/Stocks?StockId=873940&Exchange=0,,bse,Balkrishna Paper
537216,Balkrishna Industries Ltd. - <b>INE787D01026</b>,502355,BALKRISIND,/Stocks?StockId=537216&Exchange=0,,bse,Balkrishna Inds
179698,Ballarpur Industries Ltd - <b>INE294A01037</b>,500102,BALLARPUR,/Stocks?StockId=179698&Exchange=0,,bse,Ballarpur Inds.
447484,Balmer Lawrie & Company Ltd - <b>INE164A01016</b>,523319,BALMLAWRIE,/Stocks?StockId=447484&Exchange=0,,bse,Balmer Lawrie
555664,Bal Pharma Ltd - <b>INE083D01012</b>,524824,BALPHARMA,/Stocks?StockId=555664&Exchange=0,,bse,Bal Pharma
887786,Balrampur Chini Mills Ltd - <b>INE119A01028</b>,500038,BALRAMCHIN,/Stocks?StockId=887786&Exchange=0,,bse,Balrampur Chini
744805,Banaras Beads Ltd. - <b>INE655B01011</b>,526849,BANARBEADS,/Stocks?StockId=744805&Exchange=0,,bse,Banaras Beads
141796,Bannari Amman Sugars Ltd - <b>INE459A01010</b>,500041,BANARISUG,/Stocks?StockId=141796&Exchange=0,,bse,Bannari Amm.Sug.
909467,Banco Products (India) Ltd - <b>INE213C01025</b>,500039,BANCOINDIA,/Stocks?StockId=909467&Exchange=0,,bse,Banco Products
1000060,Bandhan Bank Ltd. - <b>INE545U01014</b>,541153,BANDHANBNK,/Stocks?StockId=1000060&Exchange=0,,bse,Bandhan Bank
778190,Bang Overseas Ltd. - <b>INE863I01016</b>,532946,BANG,/Stocks?StockId=778190&Exchange=0,,bse,Bang Overseas
1002934,Banka Bioloo Ltd - <b>INE862Y01015</b>,535051,BANKA,/Stocks?StockId=1002934&Exchange=1,,nse,Banka Bioloo
824055,Bank Of Baroda - <b>INE028A01039</b>,532134,BANKBARODA,/Stocks?StockId=824055&Exchange=0,,bse,Bank Of Baroda
793993,Bank Of India - <b>INE084A01016</b>,532149,BANKINDIA,/Stocks?StockId=793993&Exchange=0,,bse,Bank Of India
857197,Banswara Syntex Ltd. - <b>INE629D01012</b>,503722,BANSWRAS,/Stocks?StockId=857197&Exchange=0,,bse,Banswara Syntex
1003485,Barbeque-Nation Hospitality Ltd - <b>INE382M01027</b>,543283,BARBEQUE,/Stocks?StockId=1003485&Exchange=0,,bse,Barbeque-Nation
873814,Bartronics India Ltd - <b>INE855F01034</b>,532694,BARTRONICS,/Stocks?StockId=873814&Exchange=0,,bse,Bartronics India
264317,BASF India Ltd - <b>INE373A01013</b>,500042,BASF,/Stocks?StockId=264317&Exchange=0,,bse,BASF India
662332,Bannari Amman Spinning Mills Ltd - <b>INE186H01022</b>,532674,BASML,/Stocks?StockId=662332&Exchange=0,,bse,Bannari Amm Spg.
