Id,Company,ScriptCode,Symbol,url,price,ExchangeName,sname,tag,stockprice,chg,chgp,chgdir,score,scoretext,stock_traded_status,show_score,recurl
149140,Amrutanjan Health Care Ltd - <b>590006</b>,590006,AMRUTANJAN,https://www.marketsmojo.com/stocks-analysis/amrutanjan-health-care-149140-0,,bse,Amrutanjan Healt,Stock,713.10,-10.90,-1.51,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
149140,Amrutanjan Health Care Ltd - <b>590006</b>,590006,AMRUTANJAN,https://www.marketsmojo.com/news/amrutanjan-health-care-ltd-149140,,bse,Amrutanjan Healt,News,713.10,-10.90,-1.51,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
610320,Hisar Metal Industries Ltd - <b>590018</b>,590018,HISARMETAL,https://www.marketsmojo.com/stocks-analysis/hisar-metal-industries-610320-0,,bse,Hisar Met.Inds.,Stock,196.40,1.50,0.77,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
610320,Hisar Metal Industries Ltd - <b>590018</b>,590018,HISARMETAL,https://www.marketsmojo.com/news/hisar-metal-industries-ltd-610320,,bse,Hisar Met.Inds.,News,196.40,1.50,0.77,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
744932,XPRO India Ltd - <b>590013</b>,590013,XPROINDIA,https://www.marketsmojo.com/stocks-analysis/xpro-india-744932-0,,bse,XPRO India,Stock,1278.00,6.35,0.50,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
744932,XPRO India Ltd - <b>590013</b>,590013,XPROINDIA,https://www.marketsmojo.com/news/xpro-india-ltd-744932,,bse,XPRO India,News,1278.00,6.35,0.50,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
335247,Riddhi Siddhi Gluco Biols Ltd - <b>524480</b>,524480,,https://www.marketsmojo.com/stocks-analysis/riddhi-siddhi-gluco-biols-335247-0,,bse,Riddhi Siddhi Gl,Stock,604.95,1.95,0.32,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
335247,Riddhi Siddhi Gluco Biols Ltd - <b>524480</b>,524480,,https://www.marketsmojo.com/news/riddhi-siddhi-gluco-biols-ltd-335247,,bse,Riddhi Siddhi Gl,News,604.95,1.95,0.32,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
632923,Fertilizers & Chemicals Travancore Ltd - <b>590024</b>,590024,FACT,https://www.marketsmojo.com/stocks-analysis/fertilizers-chemicals-travancore-632923-0,,bse,F A C T,Stock,1037.40,21.55,2.12,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
632923,Fertilizers & Chemicals Travancore Ltd - <b>590024</b>,590024,FACT,https://www.marketsmojo.com/news/fertilizers-chemicals-travancore-ltd-632923,,bse,F A C T,News,1037.40,21.55,2.12,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
761166,SVC Industries Ltd - <b>524488</b>,524488,ATVPETRO,https://www.marketsmojo.com/stocks-analysis/svc-industries-761166-0,,bse,SVC Industries,Stock,4.48,0.00,0.00,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
761166,SVC Industries Ltd - <b>524488</b>,524488,ATVPETRO,https://www.marketsmojo.com/news/svc-industries-ltd-761166,,bse,SVC Industries,News,4.48,0.00,0.00,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
195486,Eastern Silk Industries Ltd (Suspended) - <b>590022</b>,590022,EASTSILK,https://www.marketsmojo.com/stocks-analysis/eastern-silk-industries-195486-0,,bse,ESI,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
195486,Eastern Silk Industries Ltd (Suspended) - <b>590022</b>,590022,EASTSILK,https://www.marketsmojo.com/news/eastern-silk-industries-ltd-195486,,bse,ESI,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
629272,Moving Picture Company (I) Ltd (Delisted) - <b>590011</b>,590011,,https://www.marketsmojo.com/stocks-analysis/moving-picture-company-i-629272-0,,bse,Moving Picture,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
629272,Moving Picture Company (I) Ltd (Delisted) - <b>590011</b>,590011,,https://www.marketsmojo.com/news/moving-picture-company-i-ltd-629272,,bse,Moving Picture,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
824515,Ginni Filaments Ltd - <b>590025</b>,590025,GINNIFILA,https://www.marketsmojo.com/stocks-analysis/ginni-filaments-824515-0,,bse,Ginni Filaments,Stock,42.80,0.80,1.90,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
824515,Ginni Filaments Ltd - <b>590025</b>,590025,GINNIFILA,https://www.marketsmojo.com/news/ginni-filaments-ltd-824515,,bse,Ginni Filaments,News,42.80,0.80,1.90,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
625427,New Heaven Chemicals & Industries Ltd (Delisted) - <b>524484</b>,524484,,https://www.marketsmojo.com/stocks-analysis/new-heaven-chemicals-industries-625427-0,,bse,New Heaven Chem.,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
625427,New Heaven Chemicals & Industries Ltd (Delisted) - <b>524484</b>,524484,,https://www.marketsmojo.com/news/new-heaven-chemicals-industries-ltd-625427,,bse,New Heaven Chem.,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
155018,Nicco Corporation Ltd (Suspended) - <b>590028</b>,590028,NICCO,https://www.marketsmojo.com/stocks-analysis/nicco-corporation-155018-1,,nse,Nicco Corpn.,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
155018,Nicco Corporation Ltd (Suspended) - <b>590028</b>,590028,NICCO,https://www.marketsmojo.com/news/nicco-corporation-ltd-155018,,nse,Nicco Corpn.,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
509284,DE Nora India Ltd - <b>590031</b>,590031,DENORA,https://www.marketsmojo.com/stocks-analysis/de-nora-india-509284-0,,bse,DE Nora India,Stock,903.40,-14.60,-1.59,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
509284,DE Nora India Ltd - <b>590031</b>,590031,DENORA,https://www.marketsmojo.com/news/de-nora-india-ltd-509284,,bse,DE Nora India,News,903.40,-14.60,-1.59,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
950228,Ipca Laboratories Ltd - <b>524494</b>,524494,IPCALAB,https://www.marketsmojo.com/stocks-analysis/ipca-laboratories-950228-0,,bse,Ipca Labs,Stock,1365.10,-21.90,-1.58,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
950228,Ipca Laboratories Ltd - <b>524494</b>,524494,IPCALAB,https://www.marketsmojo.com/news/ipca-laboratories-ltd-950228,,bse,Ipca Labs,News,1365.10,-21.90,-1.58,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
492294,Southern Petrochemical Industries  Corporation Ltd. - <b>590030</b>,590030,SPIC,https://www.marketsmojo.com/stocks-analysis/southern-petrochemical-industries-corporation-492294-0,,bse,SPIC,Stock,86.16,-0.23,-0.27,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
492294,Southern Petrochemical Industries  Corporation Ltd. - <b>590030</b>,590030,SPIC,https://www.marketsmojo.com/news/southern-petrochemical-industries-corporation-ltd-492294,,bse,SPIC,News,86.16,-0.23,-0.27,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
808605,Schneider Electric President Systems Ltd (Delisted) - <b>590033</b>,590033,,https://www.marketsmojo.com/stocks-analysis/schneider-electric-president-systems-808605-0,,bse,Schneider APW,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
808605,Schneider Electric President Systems Ltd (Delisted) - <b>590033</b>,590033,,https://www.marketsmojo.com/news/schneider-electric-president-systems-ltd-808605,,bse,Schneider APW,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
142461,Tirupati Foam Ltd - <b>590035</b>,540904,,https://www.marketsmojo.com/stocks-analysis/tirupati-foam-142461-0,,bse,Tirupati Foam,Stock,115.90,-6.10,-5.00,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
142461,Tirupati Foam Ltd - <b>590035</b>,540904,,https://www.marketsmojo.com/news/tirupati-foam-ltd-142461,,bse,Tirupati Foam,News,115.90,-6.10,-5.00,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
189669,Kilitch Drugs (India) Ltd - <b>524500</b>,524500,KILITCH,https://www.marketsmojo.com/stocks-analysis/kilitch-drugs-india-189669-0,,bse,Kilitch Drugs,Stock,443.00,4.95,1.13,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
189669,Kilitch Drugs (India) Ltd - <b>524500</b>,524500,KILITCH,https://www.marketsmojo.com/news/kilitch-drugs-india-ltd-189669,,bse,Kilitch Drugs,News,443.00,4.95,1.13,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
846283,Kalptaru Papers Ltd (Delisted) - <b>590036</b>,590036,,https://www.marketsmojo.com/stocks-analysis/kalptaru-papers-846283-0,,bse,Kalptaru Papers,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
846283,Kalptaru Papers Ltd (Delisted) - <b>590036</b>,590036,,https://www.marketsmojo.com/news/kalptaru-papers-ltd-846283,,bse,Kalptaru Papers,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
785718,Raaj Medisafe India Ltd - <b>524502</b>,524502,,https://www.marketsmojo.com/stocks-analysis/raaj-medisafe-india-785718-0,,bse,Raaj Medisafe,Stock,79.00,-3.00,-3.66,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
785718,Raaj Medisafe India Ltd - <b>524502</b>,524502,,https://www.marketsmojo.com/news/raaj-medisafe-india-ltd-785718,,bse,Raaj Medisafe,News,79.00,-3.00,-3.66,-1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
404977,Harita Seating Systems Ltd (Merged) - <b>590043</b>,590043,HARITASEAT,https://www.marketsmojo.com/stocks-analysis/harita-seating-systems-404977-0,,bse,Harita Seating,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
404977,Harita Seating Systems Ltd (Merged) - <b>590043</b>,590043,HARITASEAT,https://www.marketsmojo.com/news/harita-seating-systems-ltd-404977,,bse,Harita Seating,News,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
476417,Coral Laboratories Ltd - <b>524506</b>,524506,,https://www.marketsmojo.com/stocks-analysis/coral-laboratories-476417-0,,bse,Coral Labs.,Stock,613.00,5.00,0.82,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
476417,Coral Laboratories Ltd - <b>524506</b>,524506,,https://www.marketsmojo.com/news/coral-laboratories-ltd-476417,,bse,Coral Labs.,News,613.00,5.00,0.82,1,,,Active,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
934907,Ed & Tech International Ltd (Suspended) - <b>590038</b>,590038,VISUINTL,https://www.marketsmojo.com/stocks-analysis/ed-tech-international-934907-1,,nse,Ed & Tech Intl,Stock,,,,,,,Not Traded,0,https://www.marketsmojo.com/mojo/professionalpack?s=buy
